"","neuron_ID","animal_ID","treatment","sex","position","channels","cell_desc","assignment","cell_type","stim_type","stim_code","stim_amp","idc_amp","recovery_time","exp_phase","is_good_assign","WOI1","WOI2","spikes_count_pre","spikes_count_post","trials_count","spikes_std_pre","spikes_std_post","recording_time","template_time","delta_t","spikes_pre","spikes_post","max_bin_time","max_bin_count","max_bin_time_template","max_bin_count_template","bins","recording_filenames","recording_files_num","template_filenames","template_files_num","net_response","log_spikes_count_post","log_spikes_count_pre","t_test","evoked"
"59","CFA12_1_[5 14 29]-22_pinch1","CFA12","CFA","F",1,"[5, 14, 29]","pinch1",22,"pinch","pinch","M3",100,0,15,"recovery","true","[-500, 0]","[0, 500]",2,127,50,0.197948663722157,1.63145108816085,58298,56727,1571,"Any[-84.2, -140.0]","Any[339.26666666666665, 246.7, 313.53333333333336, 122.66666666666667, 139.33333333333334, 225.83333333333334, 231.06666666666666, 258.96666666666664, 388.1333333333333, 123.66666666666667, 330.23333333333335, 337.53333333333336, 109.46666666666667, 166.23333333333332, 170.66666666666666, 132.16666666666666, 159.86666666666667, 113.76666666666667, 201.26666666666668, 121.5, 350.8333333333333, 139.0, 118.93333333333334, 145.33333333333334, 313.9, 222.8, 163.33333333333334, 188.43333333333334, 317.26666666666665, 323.1, 119.36666666666666, 128.46666666666667, 245.96666666666667, 298.3333333333333, 125.1, 332.1333333333333, 245.1, 298.3333333333333, 310.1, 348.7, 353.56666666666666, 205.8, 333.0, 347.46666666666664, 114.66666666666667, 134.9, 321.56666666666666, 326.43333333333334, 349.7, 365.9, 376.3666666666667, 347.53333333333336, 138.53333333333333, 147.33333333333334, 213.36666666666667, 232.03333333333333, 335.8333333333333, 76.4, 106.63333333333334, 116.13333333333334, 329.56666666666666, 152.63333333333333, 315.8, 137.3, 314.4, 173.83333333333334, 128.16666666666666, 117.06666666666666, 121.06666666666666, 183.46666666666667, 362.1, 103.03333333333333, 119.73333333333333, 157.86666666666667, 166.03333333333333, 339.5, 141.13333333333333, 335.3, 128.53333333333333, 132.63333333333333, 141.93333333333334, 84.43333333333334, 108.06666666666666, 113.93333333333334, 129.8, 235.03333333333333, 241.4, 251.8, 432.23333333333335, 84.53333333333333, 115.03333333333333, 135.03333333333333, 313.2, 317.4, 383.8, 71.63333333333334, 128.4, 367.3333333333333, 380.7, 113.0, 125.23333333333333, 376.03333333333336, 105.1, 337.46666666666664, 130.7, 127.26666666666667, 134.23333333333332, 112.26666666666667, 145.63333333333333, 111.7, 127.3, 139.16666666666666, 339.93333333333334, 372.8, 209.6, 311.23333333333335, 340.1, 116.16666666666667, 135.63333333333333, 208.9, 136.0, 195.96666666666667, 294.96666666666664, 129.16666666666666, 136.1, 380.3333333333333, 402.2]",120,14,0,0,"0:10:500","[""cfa12_220722_161138.rhs"", ""cfa12_220722_161213.rhs"", ""cfa12_220722_161245.rhs"", ""cfa12_220722_161317.rhs"", ""cfa12_220722_161352.rhs""]","[11, 12, 13, 14, 15]","[""cfa12_220722_154527.rhs"", ""cfa12_220722_154602.rhs"", ""cfa12_220722_154633.rhs"", ""cfa12_220722_154726.rhs"", ""cfa12_220722_154756.rhs""]","[6, 7, 8, 9, 10]",125,2.10720996964787,0.477121254719662,1.78911089359742e-96,TRUE
"60","CFA12_1_[5 14 29]-23_pinch1","CFA12","CFA","F",1,"[5, 14, 29]","pinch1",23,"pinch","pinch","M3",100,0,15,"recovery","true","[-500, 0]","[0, 500]",0,46,50,0,0.92228642237537,58298,56727,1571,"Any[]","Any[330.3, 332.5, 338.6666666666667, 106.73333333333333, 236.1, 137.83333333333334, 124.46666666666667, 340.53333333333336, 362.96666666666664, 140.4, 148.83333333333334, 333.96666666666664, 135.13333333333333, 321.4, 311.6, 130.06666666666666, 255.1, 138.23333333333332, 345.3666666666667, 358.73333333333335, 362.96666666666664, 133.6, 122.86666666666666, 120.43333333333334, 143.96666666666667, 346.46666666666664, 119.16666666666667, 334.4, 123.8, 126.26666666666667, 127.03333333333333, 115.76666666666667, 134.33333333333334, 115.26666666666667, 119.26666666666667, 138.13333333333333, 356.76666666666665, 113.9, 113.96666666666667, 122.7, 127.7, 136.53333333333333, 136.86666666666667, 336.3333333333333, 338.56666666666666, 203.23333333333332]",130,9,0,0,"0:10:500","[""cfa12_220722_161138.rhs"", ""cfa12_220722_161213.rhs"", ""cfa12_220722_161245.rhs"", ""cfa12_220722_161317.rhs"", ""cfa12_220722_161352.rhs""]","[11, 12, 13, 14, 15]","[""cfa12_220722_154527.rhs"", ""cfa12_220722_154602.rhs"", ""cfa12_220722_154633.rhs"", ""cfa12_220722_154726.rhs"", ""cfa12_220722_154756.rhs""]","[6, 7, 8, 9, 10]",46,1.67209785793572,0,4.35359181716848e-85,TRUE
"61","CFA12_1_[5 14 29]-12_pinch1","CFA12","CFA","F",1,"[5, 14, 29]","pinch1",12,"pinch","pinch","M3",100,0,15,"recovery","true","[-500, 0]","[0, 500]",3,146,50,0.239897937482095,1.8388106182519,60065,56727,3338,"Any[-494.5, -165.7, -205.8]","Any[129.63333333333333, 145.3, 151.1, 347.53333333333336, 360.6, 126.36666666666666, 130.46666666666667, 140.33333333333334, 151.86666666666667, 120.23333333333333, 132.13333333333333, 342.26666666666665, 349.1333333333333, 354.53333333333336, 117.66666666666667, 316.5, 120.66666666666667, 123.06666666666666, 327.8333333333333, 332.46666666666664, 128.56666666666666, 340.96666666666664, 348.3666666666667, 359.3, 123.63333333333334, 128.0, 323.4, 129.4, 302.6333333333333, 109.13333333333334, 115.36666666666666, 165.03333333333333, 119.13333333333334, 274.73333333333335, 373.43333333333334, 395.6666666666667, 130.33333333333334, 317.06666666666666, 338.46666666666664, 161.3, 337.3333333333333, 127.6, 132.06666666666666, 134.7, 138.83333333333334, 333.1666666666667, 297.4, 116.4, 121.4, 124.23333333333333, 133.53333333333333, 127.23333333333333, 134.83333333333334, 138.53333333333333, 120.9, 124.63333333333334, 130.23333333333332, 149.4, 168.6, 341.53333333333336, 117.13333333333334, 120.43333333333334, 122.36666666666666, 124.53333333333333, 173.13333333333333, 114.7, 133.73333333333332, 341.06666666666666, 123.73333333333333, 115.4, 119.2, 131.83333333333334, 119.23333333333333, 125.8, 140.06666666666666, 276.6666666666667, 316.53333333333336, 117.73333333333333, 127.26666666666667, 133.76666666666668, 319.8333333333333, 328.2, 297.56666666666666, 120.0, 124.23333333333333, 242.3, 310.0, 316.3333333333333, 131.06666666666666, 156.26666666666668, 322.9, 330.8333333333333, 334.3666666666667, 339.73333333333335, 341.0, 125.73333333333333, 315.8666666666667, 345.0, 149.26666666666668, 318.23333333333335, 366.6, 118.83333333333333, 303.8, 124.63333333333334, 133.56666666666666, 310.3333333333333, 319.6333333333333, 119.93333333333334, 125.7, 118.2, 118.86666666666666, 71.9, 115.76666666666667, 119.83333333333333, 125.1, 325.6333333333333, 336.1, 116.03333333333333, 120.4, 123.93333333333334, 278.26666666666665, 316.93333333333334, 114.0, 120.33333333333333, 176.33333333333334, 210.4, 217.63333333333333, 117.9, 131.46666666666667, 213.73333333333332, 271.03333333333336, 306.5, 119.13333333333334, 124.3, 284.26666666666665, 328.6666666666667, 318.53333333333336, 135.33333333333334, 118.73333333333333, 284.3333333333333, 297.73333333333335, 305.3, 123.2, 277.73333333333335, 294.1333333333333, 300.9]",120,31,0,0,"0:10:500","[""cfa12_220722_164105.rhs"", ""cfa12_220722_164147.rhs"", ""cfa12_220722_164229.rhs"", ""cfa12_220722_164328.rhs"", ""cfa12_220722_164434.rhs""]","[16, 17, 18, 19, 20]","[""cfa12_220722_154527.rhs"", ""cfa12_220722_154602.rhs"", ""cfa12_220722_154633.rhs"", ""cfa12_220722_154726.rhs"", ""cfa12_220722_154756.rhs""]","[6, 7, 8, 9, 10]",143,2.16731733474818,0.602059991327962,3.75878823008164e-97,TRUE
"62","CFA12_1_[5 14 29]-14_pinch1","CFA12","CFA","F",1,"[5, 14, 29]","pinch1",14,"pinch","pinch","M3",100,0,15,"recovery","true","[-500, 0]","[0, 500]",0,89,50,0,1.46091947563366,60065,56727,3338,"Any[]","Any[124.56666666666666, 341.06666666666666, 110.83333333333333, 138.4, 104.23333333333333, 333.6, 135.63333333333333, 297.1, 110.7, 114.53333333333333, 234.13333333333333, 314.4, 117.2, 303.1333333333333, 117.36666666666666, 131.76666666666668, 341.76666666666665, 249.73333333333332, 299.8, 108.63333333333334, 266.3666666666667, 362.8666666666667, 388.93333333333334, 117.4, 306.96666666666664, 332.1666666666667, 125.86666666666666, 133.53333333333333, 135.73333333333332, 296.1666666666667, 342.4, 119.73333333333333, 110.83333333333333, 113.66666666666667, 162.16666666666666, 341.8666666666667, 375.6666666666667, 106.03333333333333, 162.1, 171.8, 130.06666666666666, 109.6, 278.9, 304.03333333333336, 115.46666666666667, 109.56666666666666, 134.7, 294.1, 110.13333333333334, 126.13333333333334, 314.26666666666665, 325.76666666666665, 286.76666666666665, 238.0, 153.93333333333334, 329.1, 301.2, 128.56666666666666, 146.5, 308.6666666666667, 110.6, 117.16666666666667, 282.26666666666665, 301.93333333333334, 132.56666666666666, 112.06666666666666, 300.26666666666665, 316.8333333333333, 111.26666666666667, 349.6, 355.3, 107.8, 114.3, 158.46666666666667, 316.93333333333334, 323.8666666666667, 334.46666666666664, 123.43333333333334, 198.7, 207.66666666666666, 299.3333333333333, 206.16666666666666, 293.8333333333333, 109.03333333333333, 269.03333333333336, 309.4, 325.23333333333335, 300.56666666666666, 105.96666666666667]",110,16,0,0,"0:10:500","[""cfa12_220722_164105.rhs"", ""cfa12_220722_164147.rhs"", ""cfa12_220722_164229.rhs"", ""cfa12_220722_164328.rhs"", ""cfa12_220722_164434.rhs""]","[16, 17, 18, 19, 20]","[""cfa12_220722_154527.rhs"", ""cfa12_220722_154602.rhs"", ""cfa12_220722_154633.rhs"", ""cfa12_220722_154726.rhs"", ""cfa12_220722_154756.rhs""]","[6, 7, 8, 9, 10]",89,1.95424250943932,0,2.41817874006573e-89,TRUE
"63","CFA12_1_[5 14 29]-16_pinch1","CFA12","CFA","F",1,"[5, 14, 29]","pinch1",16,"pinch","pinch","M3",100,0,15,"recovery","true","[-500, 0]","[0, 500]",0,121,50,0,1.70341793258766,60065,56727,3338,"Any[]","Any[148.96666666666667, 357.1333333333333, 363.43333333333334, 129.76666666666668, 143.86666666666667, 121.83333333333333, 345.1, 346.56666666666666, 355.03333333333336, 362.2, 313.43333333333334, 327.1, 116.3, 118.4, 125.03333333333333, 325.76666666666665, 337.46666666666664, 121.76666666666667, 128.0, 336.43333333333334, 338.56666666666666, 348.8, 354.1666666666667, 326.3333333333333, 120.96666666666667, 129.93333333333334, 318.8333333333333, 118.66666666666667, 317.8333333333333, 116.83333333333333, 125.2, 275.8666666666667, 382.3333333333333, 397.43333333333334, 128.2, 323.7, 303.93333333333334, 169.66666666666666, 353.2, 371.3, 136.5, 141.5, 346.8333333333333, 117.7, 372.43333333333334, 130.46666666666667, 139.16666666666666, 137.36666666666667, 123.7, 127.5, 149.73333333333332, 413.5, 117.33333333333333, 118.33333333333333, 123.13333333333334, 134.6, 177.36666666666667, 184.7, 134.13333333333333, 332.6, 129.26666666666668, 126.73333333333333, 133.5, 121.43333333333334, 144.23333333333332, 123.16666666666667, 128.3, 318.96666666666664, 331.06666666666666, 130.23333333333332, 299.96666666666664, 253.7, 311.8333333333333, 330.9, 133.63333333333333, 159.5, 324.3666666666667, 331.96666666666664, 349.06666666666666, 126.7, 132.53333333333333, 137.76666666666668, 319.96666666666664, 163.43333333333334, 319.8666666666667, 326.2, 125.9, 311.6666666666667, 128.73333333333332, 313.8333333333333, 334.73333333333335, 131.46666666666667, 310.8, 120.2, 127.36666666666666, 369.46666666666664, 117.4, 135.93333333333334, 286.9, 296.73333333333335, 341.8666666666667, 129.03333333333333, 280.23333333333335, 291.76666666666665, 121.6, 174.93333333333334, 214.53333333333333, 123.23333333333333, 133.76666666666668, 227.36666666666667, 275.1, 116.46666666666667, 279.0, 288.7, 332.53333333333336, 291.1333333333333, 299.06666666666666, 302.76666666666665, 127.53333333333333, 278.4, 297.6666666666667]",120,26,0,0,"0:10:500","[""cfa12_220722_164105.rhs"", ""cfa12_220722_164147.rhs"", ""cfa12_220722_164229.rhs"", ""cfa12_220722_164328.rhs"", ""cfa12_220722_164434.rhs""]","[16, 17, 18, 19, 20]","[""cfa12_220722_154527.rhs"", ""cfa12_220722_154602.rhs"", ""cfa12_220722_154633.rhs"", ""cfa12_220722_154726.rhs"", ""cfa12_220722_154756.rhs""]","[6, 7, 8, 9, 10]",121,2.08635983067475,0,1.30585748992847e-92,TRUE
"64","CFA12_1_[5 14 29]-19_pinch1","CFA12","CFA","F",1,"[5, 14, 29]","pinch1",19,"pinch","pinch","M3",100,0,15,"recovery","true","[-500, 0]","[0, 500]",0,21,50,0,0.60911444586651,60065,56727,3338,"Any[]","Any[111.3, 144.03333333333333, 107.43333333333334, 120.76666666666667, 145.26666666666668, 335.8666666666667, 121.8, 269.1, 134.46666666666667, 119.96666666666667, 302.7, 118.63333333333334, 128.76666666666668, 119.2, 317.26666666666665, 329.96666666666664, 278.96666666666664, 192.56666666666666, 285.3, 124.16666666666667, 296.53333333333336]",110,4,0,0,"0:10:500","[""cfa12_220722_164105.rhs"", ""cfa12_220722_164147.rhs"", ""cfa12_220722_164229.rhs"", ""cfa12_220722_164328.rhs"", ""cfa12_220722_164434.rhs""]","[16, 17, 18, 19, 20]","[""cfa12_220722_154527.rhs"", ""cfa12_220722_154602.rhs"", ""cfa12_220722_154633.rhs"", ""cfa12_220722_154726.rhs"", ""cfa12_220722_154756.rhs""]","[6, 7, 8, 9, 10]",21,1.34242268082221,0,3.10862745788478e-77,TRUE
"65","CFA12_1_[5 14 29]-21_pinch1","CFA12","CFA","F",1,"[5, 14, 29]","pinch1",21,"pinch","pinch","M3",100,0,15,"recovery","true","[-500, 0]","[0, 500]",0,58,50,0,1.29929337153167,60065,56727,3338,"Any[]","Any[347.1, 368.3, 121.36666666666666, 124.6, 128.06666666666666, 348.76666666666665, 120.26666666666667, 124.73333333333333, 123.4, 114.93333333333334, 121.26666666666667, 125.56666666666666, 160.93333333333334, 349.7, 355.53333333333336, 127.96666666666667, 302.3666666666667, 305.23333333333335, 117.03333333333333, 121.03333333333333, 126.73333333333333, 133.1, 126.9, 138.1, 129.83333333333334, 121.9, 172.73333333333332, 183.86666666666667, 296.93333333333334, 123.96666666666667, 129.93333333333334, 319.4, 327.73333333333335, 309.6, 315.9, 139.16666666666666, 315.4, 148.83333333333334, 123.03333333333333, 124.26666666666667, 125.26666666666667, 119.6, 123.03333333333333, 361.3333333333333, 327.3333333333333, 123.46666666666667, 282.06666666666666, 113.5, 124.93333333333334, 124.43333333333334, 270.6333333333333, 291.53333333333336, 295.3, 113.66666666666667, 275.6666666666667, 280.7, 283.8333333333333, 118.23333333333333]",120,23,0,0,"0:10:500","[""cfa12_220722_164105.rhs"", ""cfa12_220722_164147.rhs"", ""cfa12_220722_164229.rhs"", ""cfa12_220722_164328.rhs"", ""cfa12_220722_164434.rhs""]","[16, 17, 18, 19, 20]","[""cfa12_220722_154527.rhs"", ""cfa12_220722_154602.rhs"", ""cfa12_220722_154633.rhs"", ""cfa12_220722_154726.rhs"", ""cfa12_220722_154756.rhs""]","[6, 7, 8, 9, 10]",58,1.77085201164214,0,9.9590641949313e-83,TRUE
"66","CFA12_1_[5 14 29]-22_pinch1","CFA12","CFA","F",1,"[5, 14, 29]","pinch1",22,"pinch","pinch","M3",100,0,15,"recovery","true","[-500, 0]","[0, 500]",0,55,50,0,1.01519074311085,60065,56727,3338,"Any[]","Any[143.0, 124.8, 118.5, 131.8, 343.46666666666664, 353.8333333333333, 309.26666666666665, 113.56666666666666, 346.6666666666667, 321.26666666666665, 111.93333333333334, 121.0, 340.3666666666667, 158.13333333333333, 114.23333333333333, 110.8, 335.3333333333333, 119.86666666666666, 158.1, 348.1, 330.23333333333335, 110.46666666666667, 114.76666666666667, 125.8, 129.03333333333333, 129.36666666666667, 119.5, 107.63333333333334, 263.2, 265.9, 129.83333333333334, 134.63333333333333, 138.0, 116.13333333333334, 112.96666666666667, 321.1333333333333, 322.96666666666664, 314.9, 321.3666666666667, 129.6, 314.3, 117.56666666666666, 316.5, 136.8, 308.03333333333336, 116.7, 115.33333333333333, 271.1, 125.43333333333334, 169.8, 215.5, 264.46666666666664, 269.43333333333334, 274.53333333333336, 279.8]",110,14,0,0,"0:10:500","[""cfa12_220722_164105.rhs"", ""cfa12_220722_164147.rhs"", ""cfa12_220722_164229.rhs"", ""cfa12_220722_164328.rhs"", ""cfa12_220722_164434.rhs""]","[16, 17, 18, 19, 20]","[""cfa12_220722_154527.rhs"", ""cfa12_220722_154602.rhs"", ""cfa12_220722_154633.rhs"", ""cfa12_220722_154726.rhs"", ""cfa12_220722_154756.rhs""]","[6, 7, 8, 9, 10]",55,1.7481880270062,0,7.57261536942916e-87,TRUE
"67","CFA12_1_[5 14 29]-23_pinch1","CFA12","CFA","F",1,"[5, 14, 29]","pinch1",23,"pinch","pinch","M3",100,0,15,"recovery","true","[-500, 0]","[0, 500]",0,32,50,0,0.851409395757219,60065,56727,3338,"Any[]","Any[124.33333333333333, 126.46666666666667, 350.9, 120.13333333333334, 335.1, 337.26666666666665, 118.93333333333334, 127.03333333333333, 130.33333333333334, 297.6, 132.86666666666667, 343.53333333333336, 124.0, 297.6333333333333, 118.0, 130.66666666666666, 122.86666666666666, 324.43333333333334, 130.03333333333333, 123.53333333333333, 121.5, 331.0, 362.03333333333336, 296.96666666666664, 326.8666666666667, 120.06666666666666, 116.33333333333333, 300.56666666666666, 119.43333333333334, 125.8, 294.96666666666664, 305.5]",120,10,0,0,"0:10:500","[""cfa12_220722_164105.rhs"", ""cfa12_220722_164147.rhs"", ""cfa12_220722_164229.rhs"", ""cfa12_220722_164328.rhs"", ""cfa12_220722_164434.rhs""]","[16, 17, 18, 19, 20]","[""cfa12_220722_154527.rhs"", ""cfa12_220722_154602.rhs"", ""cfa12_220722_154633.rhs"", ""cfa12_220722_154726.rhs"", ""cfa12_220722_154756.rhs""]","[6, 7, 8, 9, 10]",32,1.51851393987789,0,4.5380093746105e-79,TRUE
"68","CFA12_1_[5 14 29]-12_pinch1","CFA12","CFA","F",1,"[5, 14, 29]","pinch1",12,"pinch","pinch","M3",100,0,15,"recovery","true","[-500, 0]","[0, 500]",2,13,50,0.197948663722157,0.486973158544552,63388,56727,6661,"Any[-326.1, -247.23333333333332]","Any[428.6333333333333, 384.1333333333333, 386.93333333333334, 429.53333333333336, 418.43333333333334, 405.6666666666667, 393.53333333333336, 404.76666666666665, 418.5, 408.06666666666666, 428.06666666666666, 388.8333333333333, 386.53333333333336]",380,4,0,0,"0:10:500","[""cfa12_220722_173628.rhs"", ""cfa12_220722_173742.rhs"", ""cfa12_220722_173809.rhs"", ""cfa12_220722_173838.rhs"", ""cfa12_220722_173915.rhs""]","[21, 22, 23, 24, 25]","[""cfa12_220722_154527.rhs"", ""cfa12_220722_154602.rhs"", ""cfa12_220722_154633.rhs"", ""cfa12_220722_154726.rhs"", ""cfa12_220722_154756.rhs""]","[6, 7, 8, 9, 10]",11,1.14612803567824,0.477121254719662,1.15155119574327e-83,TRUE
"69","CFA12_1_[5 14 29]-16_pinch1","CFA12","CFA","F",1,"[5, 14, 29]","pinch1",16,"pinch","pinch","M3",100,0,15,"recovery","true","[-500, 0]","[0, 500]",0,13,50,0,0.527218345349884,63388,56727,6661,"Any[]","Any[389.8666666666667, 492.3333333333333, 399.23333333333335, 387.3333333333333, 392.26666666666665, 422.8, 408.8333333333333, 404.8666666666667, 409.53333333333336, 220.86666666666667, 419.1, 424.03333333333336, 387.3333333333333]",380,3,0,0,"0:10:500","[""cfa12_220722_173628.rhs"", ""cfa12_220722_173742.rhs"", ""cfa12_220722_173809.rhs"", ""cfa12_220722_173838.rhs"", ""cfa12_220722_173915.rhs""]","[21, 22, 23, 24, 25]","[""cfa12_220722_154527.rhs"", ""cfa12_220722_154602.rhs"", ""cfa12_220722_154633.rhs"", ""cfa12_220722_154726.rhs"", ""cfa12_220722_154756.rhs""]","[6, 7, 8, 9, 10]",13,1.14612803567824,0,4.14167194142991e-70,TRUE
"70","CFA12_1_[5 14 29]-17_pinch1","CFA12","CFA","F",1,"[5, 14, 29]","pinch1",17,"pinch","pinch","M3",100,0,15,"recovery","true","[-500, 0]","[0, 500]",0,1,50,0,0.141421356237309,63388,56727,6661,"Any[]","Any[399.8666666666667]",390,1,0,0,"0:10:500","[""cfa12_220722_173628.rhs"", ""cfa12_220722_173742.rhs"", ""cfa12_220722_173809.rhs"", ""cfa12_220722_173838.rhs"", ""cfa12_220722_173915.rhs""]","[21, 22, 23, 24, 25]","[""cfa12_220722_154527.rhs"", ""cfa12_220722_154602.rhs"", ""cfa12_220722_154633.rhs"", ""cfa12_220722_154726.rhs"", ""cfa12_220722_154756.rhs""]","[6, 7, 8, 9, 10]",1,0.301029995663981,0,1.0290051293705e-43,TRUE
"71","CFA13_1_[5 14 29]-10_thermal4","CFA13","CFA","F",1,"[5, 14, 29]","thermal4",10,"laser","laser","L1",2.15,0,5,"recovery","true","[-700, 0]","[800, 1500]",5,39,2,3.53553390593274,3.53553390593274,57871,56365,1506,"Any[-390.1666666666667, -325.73333333333335, -315.9, -69.23333333333333, -64.13333333333334]","Any[812.3, 815.6, 827.3666666666667, 891.4, 910.5, 1037.5333333333333, 1088.8, 1121.0333333333333, 1129.4666666666667, 1131.9666666666667, 1141.5333333333333, 1166.5, 1202.1333333333334, 1208.1333333333334, 1240.3333333333333, 1267.2, 1295.7333333333333, 1347.7333333333333, 1402.5, 1420.0333333333333, 1424.5, 1433.7333333333333, 878.9333333333333, 976.4, 1003.9333333333333, 1015.6, 1025.5, 1033.2666666666667, 1077.8, 1093.9333333333334, 1123.4666666666667, 1201.4666666666667, 1221.7666666666667, 1308.8666666666666, 1312.1666666666667, 1431.1, 1451.6666666666667, 1455.8666666666666, 1458.1333333333334]",1000,5,0,0,"800:50:1500","[""cfa13_220725_160431.rhs"", ""cfa13_220725_160619.rhs""]","[6, 7]","[""cfa13_220725_153925.rhs"", ""cfa13_220725_154113.rhs""]","[1, 2]",34,1.60205999132796,0.778151250383644,0.0106408646351468,TRUE
"72","CFA13_1_[5 14 29]-20_thermal4","CFA13","CFA","F",1,"[5, 14, 29]","thermal4",20,"laser","laser","L1",2.15,0,5,"recovery","true","[-700, 0]","[800, 1500]",0,9,2,0,0.707106781186548,57871,56365,1506,"Any[]","Any[824.7333333333333, 1006.0666666666667, 1145.7, 1180.5, 899.4333333333333, 1083.5666666666666, 1126.1, 1129.4666666666667, 1218.5333333333333]",1100,3,0,0,"800:50:1500","[""cfa13_220725_160431.rhs"", ""cfa13_220725_160619.rhs""]","[6, 7]","[""cfa13_220725_153925.rhs"", ""cfa13_220725_154113.rhs""]","[1, 2]",9,1,0,0.0353314457762693,TRUE
"73","CFA15_4_[3 15 4]-3_thermal1","CFA15","CFA","F",4,"[3, 15, 4]","thermal1",3,"laser","laser","L1",2.15,0,5,"recovery","true","[-700, 0]","[800, 1500]",1,37,2,0.707106781186548,2.12132034355964,62558,60760,1798,"Any[-181.8]","Any[809.8666666666667, 851.1, 876.6333333333333, 927.6, 935.9, 975.6333333333333, 1008.5, 1023.1666666666666, 1056.2333333333333, 1137.4333333333334, 1145.0333333333333, 1164.6, 1186.1666666666667, 1199.4666666666667, 1229.6, 1268.9, 1339.2666666666667, 805.6333333333333, 864.6333333333333, 900.5333333333333, 902.2666666666667, 914.1666666666666, 917.0666666666667, 945.5333333333333, 950.7333333333333, 984.1, 999.4333333333333, 1020.6333333333333, 1035.8333333333333, 1040.8, 1077.3333333333333, 1143.9333333333334, 1236.1333333333334, 1271.4666666666667, 1273.3666666666666, 1326.2, 1389.2]",900,7,0,0,"800:50:1500","[""cfa15_220810_172238.rhs"", ""cfa15_220810_172426.rhs""]","[4, 5]","[""cfa15_220810_165240.rhs"", ""cfa15_220810_165428.rhs""]","[1, 2]",36,1.57978359661681,0.301029995663981,0.0148999899675318,TRUE
"74","CFA15_4_[3 15 4]-15_thermal1","CFA15","CFA","F",4,"[3, 15, 4]","thermal1",15,"laser","laser","L1",2.15,0,5,"recovery","true","[-700, 0]","[800, 1500]",1,11,2,0.707106781186548,0.707106781186548,62558,60760,1798,"Any[-2.6333333333333333]","Any[865.2333333333333, 891.7, 1035.9333333333334, 1088.6666666666667, 1145.6666666666667, 1042.7, 1148.5, 1160.6, 1178.7666666666667, 1200.6, 1211.4]",850,2,0,0,"800:50:1500","[""cfa15_220810_172238.rhs"", ""cfa15_220810_172426.rhs""]","[4, 5]","[""cfa15_220810_165240.rhs"", ""cfa15_220810_165428.rhs""]","[1, 2]",10,1.07918124604762,0.301029995663981,0.00496280979001087,TRUE
"75","CFA15_4_[3 15 4]-9_thermal1","CFA15","CFA","F",4,"[3, 15, 4]","thermal1",9,"laser","laser","L1",2.15,0,10,"recovery","true","[-700, 0]","[800, 1500]",3,11,2,0.707106781186548,0.707106781186548,62774,60760,2014,"Any[-172.7, -698.4, -93.76666666666667]","Any[987.6666666666666, 1170.5333333333333, 1187.6666666666667, 1361.5333333333333, 1467.9333333333334, 938.7666666666667, 1009.2333333333333, 1047.0666666666666, 1092.2666666666667, 1253.5333333333333, 1352.7333333333333]",1000,2,0,0,"800:50:1500","[""cfa15_220810_172614.rhs"", ""cfa15_220810_173334.rhs""]","[6, 7]","[""cfa15_220810_165240.rhs"", ""cfa15_220810_165428.rhs""]","[1, 2]",8,1.07918124604762,0.602059991327962,0.00772212328633235,TRUE
"76","CFA15_4_[3 15 4]-13_thermal1","CFA15","CFA","F",4,"[3, 15, 4]","thermal1",13,"laser","laser","L1",2.15,0,10,"recovery","true","[-700, 0]","[800, 1500]",2,17,2,0,0.707106781186548,62774,60760,2014,"Any[-544.0666666666667, -175.96666666666667]","Any[1030.6, 1136.4333333333334, 1146.0, 1216.3666666666666, 1274.3666666666666, 1363.9666666666667, 1427.9, 1470.3333333333333, 810.0, 825.7333333333333, 864.1, 877.7666666666667, 949.3, 1065.5333333333333, 1119.0333333333333, 1239.2333333333333, 1359.8333333333333]",1100,3,0,0,"800:50:1500","[""cfa15_220810_172614.rhs"", ""cfa15_220810_173334.rhs""]","[6, 7]","[""cfa15_220810_165240.rhs"", ""cfa15_220810_165428.rhs""]","[1, 2]",15,1.25527250510331,0.477121254719662,0.0212128048110708,TRUE
"77","CFA15_4_[27 11 8]-5_thermal2","CFA15","CFA","F",4,"[27, 11, 8]","thermal2",5,"laser","laser","L1",2.15,0,5,"recovery","true","[-700, 0]","[800, 1500]",1,14,2,0.707106781186548,1.4142135623731,62558,60760,1798,"Any[-538.5]","Any[869.5333333333333, 922.4333333333333, 934.6, 991.2, 1003.7333333333333, 1020.3666666666667, 1229.0, 1283.9666666666667, 943.2, 990.9333333333333, 1034.6333333333334, 1058.4333333333334, 1160.1, 1207.3]",900,3,0,0,"800:50:1500","[""cfa15_220810_172238.rhs"", ""cfa15_220810_172426.rhs""]","[4, 5]","[""cfa15_220810_165240.rhs"", ""cfa15_220810_165428.rhs""]","[1, 2]",13,1.17609125905568,0.301029995663981,0.0200564806850629,TRUE
