"","neuron_ID","animal_ID","treatment","sex","position","channels","cell_desc","assignment","cell_type","stim_type","stim_code","stim_amp","idc_amp","recovery_time","exp_phase","is_good_assign","WOI1","WOI2","spikes_count_pre","spikes_count_post","trials_count","spikes_std_pre","spikes_std_post","recording_time","template_time","delta_t","spikes_pre","spikes_post","max_bin_time","max_bin_count","max_bin_time_template","max_bin_count_template","bins","recording_filenames","recording_files_num","template_filenames","template_files_num","net_response","log_spikes_count_post","log_spikes_count_pre","t_test","evoked","polarity"
"13640","CFA14_1_[7 13 3]-5_tactile1","CFA14","CFA","F",1,"[7, 13, 3]","tactile1",5,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,9,50,0,0.388087934491604,53830,53830,0,"Any[]","Any[6.966666666666667, 5.633333333333334, 7.066666666666666, 7.1, 9.066666666666666, 7.066666666666666, 6.933333333333334, 6.966666666666667, 26.733333333333334]",6,3,0,0,"0:1:50","[""cfa14_220803_145710.rhs"", ""cfa14_220803_145726.rhs"", ""cfa14_220803_145742.rhs"", ""cfa14_220803_145758.rhs"", ""cfa14_220803_145814.rhs""]","[1, 2, 3, 4, 5]","[""cfa14_220803_145710.rhs"", ""cfa14_220803_145726.rhs"", ""cfa14_220803_145742.rhs"", ""cfa14_220803_145758.rhs"", ""cfa14_220803_145814.rhs""]","[1, 2, 3, 4, 5]",9,1,0,8.32468493119894e-69,TRUE,"Control"
"14272","CFA16_1_[5 14 29]-12_tactile1","CFA16","CFA","M",1,"[5, 14, 29]","tactile1",12,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,49,50,0,0.795138288575757,67294,67294,0,"Any[]","Any[12.866666666666667, 12.733333333333333, 13.266666666666667, 10.2, 12.6, 15.966666666666667, 13.1, 15.6, 12.866666666666667, 12.8, 12.833333333333334, 12.833333333333334, 15.766666666666667, 12.766666666666667, 15.966666666666667, 12.9, 18.466666666666665, 12.766666666666667, 12.733333333333333, 16.766666666666666, 13.0, 14.6, 13.1, 12.8, 12.933333333333334, 15.733333333333333, 12.866666666666667, 16.033333333333335, 15.966666666666667, 12.633333333333333, 13.0, 16.3, 12.666666666666666, 15.9, 13.0, 14.933333333333334, 12.733333333333333, 13.0, 18.833333333333332, 9.066666666666666, 15.6, 9.133333333333333, 12.7, 9.233333333333333, 16.5, 9.466666666666667, 9.466666666666667, 15.966666666666667, 9.133333333333333]",12,22,0,0,"0:1:50","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]",49,1.69897000433602,0,1.377388237452e-89,TRUE,"Control"
"14274","CFA16_1_[5 14 29]-14_tactile1","CFA16","CFA","M",1,"[5, 14, 29]","tactile1",14,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",2,56,50,0.197948663722157,0.798978940234832,67294,67294,0,"Any[-20.333333333333332, -49.36666666666667]","Any[13.866666666666667, 21.366666666666667, 17.066666666666666, 18.266666666666666, 19.333333333333332, 22.933333333333334, 15.6, 18.933333333333334, 19.733333333333334, 16.8, 32.13333333333333, 22.933333333333334, 12.4, 25.066666666666666, 9.466666666666667, 19.0, 19.1, 17.533333333333335, 15.366666666666667, 20.833333333333332, 15.5, 18.6, 20.3, 19.333333333333332, 14.3, 21.033333333333335, 9.433333333333334, 15.633333333333333, 36.766666666666666, 20.466666666666665, 24.2, 15.366666666666667, 17.733333333333334, 14.166666666666666, 17.0, 15.366666666666667, 17.766666666666666, 19.166666666666668, 14.133333333333333, 20.566666666666666, 14.866666666666667, 11.566666666666666, 17.333333333333332, 9.466666666666667, 18.733333333333334, 39.43333333333333, 19.333333333333332, 27.2, 29.333333333333332, 25.033333333333335, 19.933333333333334, 35.36666666666667, 23.633333333333333, 18.566666666666666, 26.333333333333332, 14.866666666666667]",19,7,0,0,"0:1:50","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]",54,1.75587485567249,0.477121254719662,1.76110169970261e-100,TRUE,"Control"
"14276","CFA16_1_[5 14 29]-16_tactile1","CFA16","CFA","M",1,"[5, 14, 29]","tactile1",16,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,36,50,0,0.83397254396151,67294,67294,0,"Any[]","Any[10.0, 15.433333333333334, 12.633333333333333, 13.033333333333333, 16.533333333333335, 18.3, 12.866666666666667, 12.8, 14.6, 16.0, 12.633333333333333, 12.533333333333333, 15.466666666666667, 12.766666666666667, 12.466666666666667, 12.5, 12.433333333333334, 12.666666666666666, 12.633333333333333, 17.833333333333332, 15.766666666666667, 12.7, 12.4, 12.566666666666666, 20.433333333333334, 12.7, 12.4, 8.9, 9.233333333333333, 9.533333333333333, 14.6, 16.266666666666666, 8.9, 9.233333333333333, 12.833333333333334, 12.666666666666666]",12,18,0,0,"0:1:50","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]",36,1.56820172406699,0,5.14984079939974e-82,TRUE,"Control"
"14277","CFA16_1_[5 14 29]-17_tactile1","CFA16","CFA","M",1,"[5, 14, 29]","tactile1",17,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,25,50,0,0.646813224152673,67294,67294,0,"Any[]","Any[8.133333333333333, 15.666666666666666, 16.233333333333334, 16.3, 16.733333333333334, 8.4, 10.166666666666666, 16.766666666666666, 17.366666666666667, 13.1, 18.066666666666666, 20.1, 14.4, 16.166666666666668, 18.366666666666667, 20.633333333333333, 9.666666666666666, 13.566666666666666, 12.533333333333333, 16.566666666666666, 14.866666666666667, 12.466666666666667, 11.966666666666667, 12.433333333333334, 11.933333333333334]",16,6,0,0,"0:1:50","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]",25,1.41497334797082,0,1.15326622976847e-79,TRUE,"Control"
"14278","CFA16_1_[5 14 29]-18_tactile1","CFA16","CFA","M",1,"[5, 14, 29]","tactile1",18,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",1,27,50,0.14142135623731,0.761577310586391,67294,67294,0,"Any[-32.3]","Any[14.4, 18.133333333333333, 14.2, 11.566666666666666, 21.0, 12.266666666666667, 16.066666666666666, 11.566666666666666, 20.833333333333332, 15.2, 16.6, 10.9, 14.1, 15.3, 14.666666666666666, 16.633333333333333, 18.166666666666668, 12.133333333333333, 14.666666666666666, 13.7, 15.2, 14.433333333333334, 14.366666666666667, 14.266666666666667, 14.466666666666667, 11.6, 14.366666666666667]",14,10,0,0,"0:1:50","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]",26,1.44715803134222,0.301029995663981,4.34944704860066e-81,TRUE,"Control"
"14279","CFA16_1_[5 14 29]-19_tactile1","CFA16","CFA","M",1,"[5, 14, 29]","tactile1",19,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",1,26,50,0.141421356237309,0.706818107248742,67294,67294,0,"Any[-35.96666666666667]","Any[13.633333333333333, 17.0, 16.933333333333334, 13.833333333333334, 13.433333333333334, 14.0, 13.9, 14.866666666666667, 18.866666666666667, 13.166666666666666, 15.0, 16.9, 14.233333333333333, 17.466666666666665, 16.366666666666667, 20.6, 14.666666666666666, 14.533333333333333, 16.133333333333333, 17.833333333333332, 11.866666666666667, 14.066666666666666, 16.966666666666665, 11.533333333333333, 13.233333333333333, 14.1]",13,7,0,0,"0:1:50","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]",25,1.43136376415899,0.301029995663981,1.52010486579549e-82,TRUE,"Control"
"14487","CFA16_1_[12 1 17]-3_tactile2","CFA16","CFA","M",1,"[12, 1, 17]","tactile2",3,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",29,124,50,0.574633867460536,1.48791046471903,67294,67294,0,"Any[-13.433333333333334, -10.7, -36.86666666666667, -32.666666666666664, -5.5, -9.366666666666667, -21.966666666666665, -19.733333333333334, -10.6, -39.166666666666664, -29.666666666666668, -42.733333333333334, -48.03333333333333, -9.866666666666667, -47.43333333333333, -12.433333333333334, -9.033333333333333, -39.666666666666664, -42.53333333333333, -18.833333333333332, -14.633333333333333, -4.433333333333334, -29.333333333333332, -29.733333333333334, -42.03333333333333, -48.833333333333336, -9.7, -2.7, -42.13333333333333]","Any[12.0, 14.466666666666667, 16.333333333333332, 17.766666666666666, 24.9, 19.233333333333334, 14.333333333333334, 19.433333333333334, 33.53333333333333, 25.266666666666666, 34.43333333333333, 12.2, 13.766666666666667, 19.133333333333333, 22.566666666666666, 14.333333333333334, 20.0, 2.8333333333333335, 17.933333333333334, 16.066666666666666, 22.633333333333333, 35.9, 13.333333333333334, 16.933333333333334, 25.7, 18.366666666666667, 26.266666666666666, 32.1, 14.1, 15.333333333333334, 17.466666666666665, 19.366666666666667, 24.066666666666666, 24.833333333333332, 39.43333333333333, 16.466666666666665, 19.5, 10.966666666666667, 16.633333333333333, 29.066666666666666, 17.766666666666666, 26.333333333333332, 35.06666666666667, 22.133333333333333, 23.4, 12.5, 20.166666666666668, 21.433333333333334, 16.466666666666665, 26.866666666666667, 22.233333333333334, 28.2, 18.333333333333332, 20.6, 22.666666666666668, 24.733333333333334, 10.6, 12.133333333333333, 18.566666666666666, 23.433333333333334, 18.3, 24.633333333333333, 29.133333333333333, 35.96666666666667, 7.933333333333334, 14.5, 19.533333333333335, 36.833333333333336, 17.166666666666668, 41.46666666666667, 17.566666666666666, 20.633333333333333, 11.4, 14.766666666666667, 25.533333333333335, 8.233333333333333, 18.366666666666667, 18.5, 23.2, 24.466666666666665, 14.5, 17.266666666666666, 30.833333333333332, 30.733333333333334, 14.6, 18.933333333333334, 20.733333333333334, 22.566666666666666, 47.833333333333336, 17.833333333333332, 18.5, 23.733333333333334, 37.56666666666667, 8.166666666666666, 12.6, 18.466666666666665, 21.9, 24.3, 12.133333333333333, 17.2, 19.1, 23.433333333333334, 24.7, 10.866666666666667, 13.1, 18.866666666666667, 11.566666666666666, 15.6, 13.733333333333333, 15.733333333333333, 17.2, 19.166666666666668, 22.233333333333334, 15.333333333333334, 34.766666666666666, 4.733333333333333, 15.633333333333333, 19.266666666666666, 25.9, 2.7666666666666666, 16.066666666666666, 24.6, 13.8, 23.8]",17,10,0,0,"0:1:50","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]",95,2.09691001300806,1.47712125471966,7.65062332977707e-111,TRUE,"Control"
"14489","CFA16_1_[12 1 17]-5_tactile2","CFA16","CFA","M",1,"[12, 1, 17]","tactile2",5,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",2,101,50,0.197948663722157,0.684820846526108,67294,67294,0,"Any[-29.5, -28.2]","Any[10.6, 12.933333333333334, 15.566666666666666, 17.5, 15.633333333333333, 18.5, 16.0, 19.9, 15.566666666666666, 22.833333333333332, 15.3, 21.0, 15.0, 20.033333333333335, 4.5, 16.4, 20.8, 16.033333333333335, 15.066666666666666, 21.166666666666668, 15.233333333333333, 10.566666666666666, 13.766666666666667, 15.366666666666667, 14.233333333333333, 18.366666666666667, 14.733333333333333, 20.6, 14.8, 20.2, 14.566666666666666, 21.266666666666666, 16.133333333333333, 13.7, 19.666666666666668, 14.833333333333334, 21.6, 14.066666666666666, 22.733333333333334, 15.866666666666667, 14.1, 19.133333333333333, 14.433333333333334, 18.166666666666668, 15.0, 20.633333333333333, 15.866666666666667, 23.233333333333334, 13.966666666666667, 20.733333333333334, 15.833333333333334, 15.8, 14.5, 14.666666666666666, 6.4, 16.066666666666666, 21.1, 13.766666666666667, 18.5, 15.733333333333333, 24.066666666666666, 15.3, 21.166666666666668, 15.633333333333333, 19.766666666666666, 15.4, 20.166666666666668, 15.8, 27.466666666666665, 16.033333333333335, 22.366666666666667, 15.833333333333334, 23.633333333333333, 16.033333333333335, 20.8, 15.966666666666667, 11.2, 13.666666666666666, 16.266666666666666, 21.8, 12.1, 15.833333333333334, 18.0, 12.3, 16.066666666666666, 21.066666666666666, 12.033333333333333, 15.966666666666667, 20.466666666666665, 12.166666666666666, 16.5, 12.266666666666667, 15.966666666666667, 12.733333333333333, 16.1, 12.466666666666667, 15.933333333333334, 12.0, 15.3, 12.3, 16.5]",15,24,0,0,"0:1:50","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]",99,2.00860017176192,0.477121254719662,1.83504022407135e-122,TRUE,"Control"
"14490","CFA16_1_[12 1 17]-6_tactile2","CFA16","CFA","M",1,"[12, 1, 17]","tactile2",6,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",36,94,50,0.453557367611073,1.02300078799818,67294,67294,0,"Any[-19.4, -10.033333333333333, -46.46666666666667, -29.9, -20.266666666666666, -19.466666666666665, -26.166666666666668, -35.1, -23.166666666666668, -35.0, -5.333333333333333, -13.133333333333333, -10.966666666666667, -43.666666666666664, -14.066666666666666, -47.56666666666667, -21.833333333333332, -24.2, -37.46666666666667, -16.966666666666665, -38.86666666666667, -41.46666666666667, -34.3, -46.233333333333334, -27.3, -25.033333333333335, -4.466666666666667, -32.93333333333333, -9.933333333333334, -7.666666666666667, -17.133333333333333, -24.966666666666665, -31.633333333333333, -43.4, -33.233333333333334, -33.96666666666667]","Any[31.533333333333335, 16.3, 33.06666666666667, 14.9, 16.9, 32.0, 10.2, 22.2, 30.0, 15.6, 15.7, 33.96666666666667, 4.933333333333334, 34.03333333333333, 10.133333333333333, 7.333333333333333, 15.166666666666666, 41.2, 10.8, 24.366666666666667, 16.633333333333333, 16.166666666666668, 24.1, 24.6, 17.2, 20.533333333333335, 25.533333333333335, 42.43333333333333, 16.433333333333334, 23.1, 38.7, 45.53333333333333, 13.266666666666667, 18.8, 40.233333333333334, 17.633333333333333, 39.93333333333333, 14.0, 31.166666666666668, 26.3, 29.166666666666668, 21.4, 16.666666666666668, 17.233333333333334, 23.533333333333335, 7.233333333333333, 21.966666666666665, 15.6, 48.46666666666667, 7.9, 46.733333333333334, 2.533333333333333, 17.166666666666668, 39.93333333333333, 25.5, 30.4, 16.133333333333333, 23.833333333333332, 35.13333333333333, 31.2, 15.033333333333333, 28.366666666666667, 21.866666666666667, 40.3, 33.0, 16.8, 20.3, 36.7, 18.8, 20.833333333333332, 30.733333333333334, 14.866666666666667, 16.733333333333334, 18.9, 13.666666666666666, 14.8, 21.966666666666665, 48.63333333333333, 17.4, 13.366666666666667, 20.633333333333333, 22.766666666666666, 11.566666666666666, 16.933333333333334, 20.633333333333333, 47.5, 10.666666666666666, 18.9, 30.333333333333332, 9.233333333333333, 13.5, 14.733333333333333, 47.0, 45.9]",16,10,0,0,"0:1:50","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]",58,1.97772360528885,1.56820172406699,3.76111351681273e-113,TRUE,"Control"
"14494","CFA16_1_[12 1 17]-10_tactile2","CFA16","CFA","M",1,"[12, 1, 17]","tactile2",10,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,25,50,0,0.707106781186548,67294,67294,0,"Any[]","Any[17.233333333333334, 18.233333333333334, 14.733333333333333, 19.733333333333334, 13.5, 15.133333333333333, 18.166666666666668, 14.466666666666667, 14.533333333333333, 14.266666666666667, 21.0, 15.866666666666667, 13.4, 14.9, 19.433333333333334, 13.8, 22.966666666666665, 14.4, 15.8, 15.466666666666667, 15.8, 16.066666666666666, 15.866666666666667, 16.233333333333334, 12.5]",14,6,0,0,"0:1:50","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]","[""cfa16_220812_184134.rhs"", ""cfa16_220812_184150.rhs"", ""cfa16_220812_184206.rhs"", ""cfa16_220812_184222.rhs"", ""cfa16_220812_184238.rhs""]","[1, 2, 3, 4, 5]",25,1.41497334797082,0,9.06138876381882e-78,TRUE,"Control"
"14559","CFA17_1_[12 1 17]-3_tactile1","CFA17","CFA","M",1,"[12, 1, 17]","tactile1",3,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",7,81,50,0.452205479752697,0.987472551930597,53607,53607,0,"Any[-29.666666666666668, -8.133333333333333, -13.966666666666667, -30.233333333333334, -24.633333333333333, -15.166666666666666, -13.133333333333333]","Any[9.9, 10.433333333333334, 12.9, 17.833333333333332, 12.566666666666666, 22.033333333333335, 10.033333333333333, 20.033333333333335, 15.633333333333333, 10.266666666666667, 16.666666666666668, 13.466666666666667, 5.666666666666667, 10.1, 12.666666666666666, 9.866666666666667, 20.1, 8.966666666666667, 10.266666666666667, 9.5, 11.166666666666666, 17.966666666666665, 43.86666666666667, 12.7, 11.666666666666666, 11.3, 37.06666666666667, 13.8, 21.9, 38.733333333333334, 5.433333333333334, 9.966666666666667, 16.866666666666667, 9.666666666666666, 17.1, 9.366666666666667, 10.833333333333334, 25.933333333333334, 8.666666666666666, 11.966666666666667, 7.666666666666667, 8.066666666666666, 14.8, 12.833333333333334, 27.9, 14.533333333333333, 12.4, 11.0, 23.5, 15.4, 21.2, 11.3, 5.933333333333334, 9.033333333333333, 11.866666666666667, 11.533333333333333, 12.766666666666667, 26.633333333333333, 5.766666666666667, 11.733333333333333, 8.966666666666667, 12.666666666666666, 29.5, 8.9, 8.9, 8.966666666666667, 13.333333333333334, 8.9, 13.333333333333334, 23.2, 37.03333333333333, 14.866666666666667, 17.633333333333333, 12.966666666666667, 37.53333333333333, 9.133333333333333, 18.0, 8.766666666666667, 11.733333333333333, 17.433333333333334, 14.1]",8,9,0,0,"0:1:50","[""cfa17_220826_145327.rhs"", ""cfa17_220826_145343.rhs"", ""cfa17_220826_145359.rhs"", ""cfa17_220826_145415.rhs"", ""cfa17_220826_145431.rhs""]","[1, 2, 3, 4, 5]","[""cfa17_220826_145327.rhs"", ""cfa17_220826_145343.rhs"", ""cfa17_220826_145359.rhs"", ""cfa17_220826_145415.rhs"", ""cfa17_220826_145431.rhs""]","[1, 2, 3, 4, 5]",74,1.91381385238372,0.903089986991944,6.12283639105058e-123,TRUE,"Control"
"14561","CFA17_1_[12 1 17]-5_tactile1","CFA17","CFA","M",1,"[12, 1, 17]","tactile1",5,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",23,74,50,0.503457433905888,1.14713485142198,53607,53607,0,"Any[-9.566666666666666, -11.4, -2.9, -45.56666666666667, -29.766666666666666, -20.333333333333332, -11.133333333333333, -23.633333333333333, -18.933333333333334, -28.0, -10.0, -46.36666666666667, -14.6, -44.43333333333333, -9.066666666666666, -36.86666666666667, -42.63333333333333, -7.933333333333334, -5.433333333333334, -25.2, -24.366666666666667, -31.9, -42.96666666666667]","Any[9.333333333333334, 12.8, 45.96666666666667, 11.4, 45.1, 11.133333333333333, 13.533333333333333, 21.766666666666666, 8.566666666666666, 10.933333333333334, 4.5, 11.033333333333333, 37.7, 10.9, 14.666666666666666, 15.4, 9.933333333333334, 19.833333333333332, 8.433333333333334, 13.133333333333333, 44.333333333333336, 11.766666666666667, 12.166666666666666, 49.766666666666666, 45.56666666666667, 22.533333333333335, 11.866666666666667, 12.866666666666667, 24.366666666666667, 10.266666666666667, 15.7, 16.166666666666668, 14.1, 12.133333333333333, 11.966666666666667, 12.133333333333333, 10.333333333333334, 11.066666666666666, 13.066666666666666, 10.3, 10.733333333333333, 11.2, 27.966666666666665, 10.933333333333334, 29.566666666666666, 10.266666666666667, 12.8, 29.2, 31.1, 8.3, 10.166666666666666, 11.066666666666666, 14.5, 42.733333333333334, 43.3, 11.666666666666666, 43.7, 6.733333333333333, 26.866666666666667, 12.9, 18.066666666666666, 2.933333333333333, 11.266666666666667, 27.466666666666665, 12.333333333333334, 10.3, 32.2, 27.1, 10.266666666666667, 12.0, 18.666666666666668, 39.233333333333334, 12.266666666666667, 44.53333333333333]",11,12,0,0,"0:1:50","[""cfa17_220826_145327.rhs"", ""cfa17_220826_145343.rhs"", ""cfa17_220826_145359.rhs"", ""cfa17_220826_145415.rhs"", ""cfa17_220826_145431.rhs""]","[1, 2, 3, 4, 5]","[""cfa17_220826_145327.rhs"", ""cfa17_220826_145343.rhs"", ""cfa17_220826_145359.rhs"", ""cfa17_220826_145415.rhs"", ""cfa17_220826_145431.rhs""]","[1, 2, 3, 4, 5]",51,1.8750612633917,1.38021124171161,1.30421013090559e-105,TRUE,"Control"
